ymdhm,swl,inf,sfw,ecpc,tototf,tide_level,wl_1018662,fw_1018662,wl_1018680,fw_1018680,wl_1018683,fw_1018683,wl_1019630,fw_1019630
2018-05-01 00:00,25.02,314.0,212.14,31.86,314.0,168.0,340.7,707.97,324.2,,326.99999999999994,458.22,314.29999999999995,1107.57
2018-05-01 00:10,25.01,175.0,211.77,32.23,276.0,157.0,340.7,707.97,323.2,,326.0,453.16,312.29999999999995,1073.46
2018-05-01 00:20,25.01,262.0,211.77,32.23,262.0,147.0,340.7,707.97,322.2,,325.0,483.62,310.29999999999995,1039.9
2018-05-01 00:30,25.01,262.0,211.77,32.23,262.0,137.0,338.7,690.47,321.2,,324.0,527.28,307.3,990.57
2018-05-01 00:40,25.01,262.0,211.77,32.23,262.0,127.0,338.7,690.47,320.2,,322.99999999999994,561.97,305.3,958.36
2018-05-01 00:50,25.01,262.0,211.77,32.23,262.0,118.0,336.7,673.2,319.2,,322.0,596.57,304.3,942.46
2018-05-01 01:00,25.01,262.0,211.77,32.23,262.0,109.0,333.70000000000005,647.71,317.2,,320.0,652.26,303.3,926.7
2018-05-01 01:10,25.01,262.0,211.77,32.23,262.0,99.0,332.7,639.32,316.2,,319.0,638.18,302.3,911.07
2018-05-01 01:20,25.01,262.0,211.77,32.23,262.0,91.0,330.70000000000005,622.73,314.2,,318.0,659.29,302.3,911.07
2018-05-01 01:30,25.01,262.0,211.77,32.23,262.0,83.0,329.7,614.51,313.2,,316.0,600.53,301.3,895.58
2018-05-01 01:40,25.01,262.0,211.77,32.23,262.0,75.0,327.7,598.25,311.2,,315.0,582.2,301.3,895.58
2018-05-01 01:50,25.01,262.0,211.77,32.23,262.0,69.0,326.70000000000005,590.2,310.2,,313.99999999999994,568.3,300.3,880.22
2018-05-01 02:00,25.01,262.0,211.77,32.23,262.0,65.0,325.7,582.21,309.2,,313.0,571.9,299.3,865.0
2018-05-01 02:10,25.01,262.0,211.77,32.23,262.0,68.0,322.70000000000005,558.57,308.2,,312.0,531.88,298.3,849.91
2018-05-01 02:20,25.0,161.0,211.41,32.59,262.0,91.0,321.7,550.81,307.2,,311.0,518.1,297.3,834.96
2018-05-01 02:30,25.0,262.0,211.41,32.59,262.0,114.0,321.7,550.81,306.2,,309.99999999999994,478.26,296.3,820.14
2018-05-01 02:40,25.0,262.0,211.41,32.59,262.0,132.0,321.7,550.81,305.2,,309.0,468.93,295.3,805.46
2018-05-01 02:50,25.0,262.0,211.41,32.59,262.0,148.0,321.7,550.81,304.2,,308.0,442.27,294.3,790.92
2018-05-01 03:00,25.0,262.0,211.41,32.59,262.0,163.0,321.7,550.81,304.2,,307.0,458.99,293.29999999999995,776.51
2018-05-01 03:10,25.0,262.0,211.41,32.59,262.0,176.0,320.7,543.1,303.2,,305.99999999999994,458.36,292.3,762.23
2018-05-01 03:20,25.0,262.0,211.41,32.59,262.0,191.0,319.7,535.44,302.2,,305.99999999999994,462.69,291.29999999999995,748.09
2018-05-01 03:30,25.0,262.0,211.41,32.59,262.0,207.0,318.70000000000005,527.84,301.2,,305.0,449.1,290.3,734.09
2018-05-01 03:40,25.0,262.0,211.41,32.59,262.0,228.0,317.7,520.3,300.2,,304.0,474.36,290.3,734.09
2018-05-01 03:50,25.0,262.0,211.41,32.59,262.0,254.0,315.7,505.38,299.2,,303.0,482.32,289.29999999999995,720.22
2018-05-01 04:00,25.0,262.0,211.41,32.59,262.0,283.0,314.70000000000005,498.0,298.2,,301.99999999999994,460.16,288.3,706.48
