ymdhm,swl,inf,sfw,ecpc,tototf,tide_level,wl_1018662,fw_1018662,wl_1018680,fw_1018680,wl_1018683,fw_1018683,wl_1019630,fw_1019630
2014-05-01 00:00,25.28,132.0,236.11,7.89,132.0,196.0,325.7,582.21,316.2,0.0,315.0,350.33,311.3,1056.61
2014-05-01 00:10,25.289,126.3,236.45,7.56,126.3,185.0,326.70000000000005,590.2,315.2,0.0,312.0,249.84,308.29999999999995,1006.88
2014-05-01 00:20,25.289,126.3,236.45,7.56,126.3,175.0,326.70000000000005,590.2,315.2,0.0,311.0,206.48,305.3,958.36
2014-05-01 00:30,25.289,132.2,236.45,7.56,132.2,165.0,327.7,598.25,315.2,0.0,311.0,249.5,302.3,911.07
2014-05-01 00:40,25.289,126.2,236.45,7.56,126.2,155.0,327.7,598.25,314.2,0.0,309.99999999999994,305.01,298.3,849.91
2014-05-01 00:50,25.289,126.2,236.45,7.56,126.2,145.0,326.70000000000005,590.2,314.2,0.0,309.0,343.21,295.3,805.46
2014-05-01 01:00,25.29,120.0,236.47,7.53,120.0,135.0,325.7,582.21,312.2,0.0,308.0,389.87,294.3,790.92
2014-05-01 01:10,25.289,132.1,236.45,7.56,132.1,125.0,324.7,574.28,311.2,0.0,307.0,466.35,294.3,790.92
2014-05-01 01:20,25.279,32.2,236.06,7.94,132.2,117.0,322.70000000000005,558.57,309.2,0.0,305.0,516.29,294.3,790.92
2014-05-01 01:30,25.279,32.2,236.06,7.94,132.2,109.0,320.7,543.1,307.2,0.0,303.0,523.39,294.3,790.92
2014-05-01 01:40,25.279,26.2,236.06,7.94,126.2,100.0,318.70000000000005,527.84,305.2,0.0,301.99999999999994,492.93,293.29999999999995,776.51
2014-05-01 01:50,25.269,-67.8,235.73,8.27,132.2,92.0,316.7,512.81,303.2,0.0,300.0,521.25,293.29999999999995,776.51
2014-05-01 02:00,25.29,132.0,236.48,7.53,132.0,84.0,313.7,490.68,302.2,0.0,300.0,453.45,292.3,762.23
2014-05-01 02:10,25.259,32.3,235.34,8.66,132.3,78.0,311.7,476.21,301.2,0.0,298.0,447.98,291.29999999999995,748.09
2014-05-01 02:20,25.269,132.2,235.73,8.27,132.2,73.0,310.70000000000005,469.05,300.2,0.0,297.0,400.94,290.3,734.09
2014-05-01 02:30,25.273,132.2,235.85,8.15,132.2,71.0,309.70000000000005,461.96,299.2,0.0,296.0,370.89,289.29999999999995,720.22
2014-05-01 02:40,25.279,232.2,236.06,7.94,132.2,82.0,308.70000000000005,454.91,298.2,0.0,295.0,328.29,288.3,706.48
2014-05-01 02:50,25.289,332.1,236.45,7.56,132.1,108.0,308.70000000000005,454.91,297.2,0.0,294.0,281.61,286.3,679.42
2014-05-01 03:00,25.29,126.0,236.47,7.53,126.0,128.0,307.7,447.93,297.2,0.0,293.0,306.41,285.29999999999995,666.09
2014-05-01 03:10,25.289,126.2,236.45,7.56,126.2,146.0,307.7,447.93,296.2,0.0,292.0,268.26,284.3,652.89
2014-05-01 03:20,25.289,132.1,236.45,7.56,132.1,161.0,307.7,447.93,295.2,0.0,292.0,301.79,283.29999999999995,639.83
2014-05-01 03:30,25.289,126.2,236.45,7.56,126.2,174.0,306.70000000000005,441.0,294.2,0.0,290.99999999999994,288.82,282.3,626.9
2014-05-01 03:40,25.289,132.1,236.45,7.56,132.1,188.0,305.70000000000005,434.12,294.2,0.0,290.0,288.42,281.29999999999995,614.11
2014-05-01 03:50,25.289,126.2,236.45,7.56,126.2,204.0,304.7,427.3,293.2,0.0,288.99999999999994,333.94,280.3,601.45
2014-05-01 04:00,25.28,26.0,236.11,7.89,126.0,223.0,303.7,420.54,291.2,0.0,288.0,337.65,280.3,601.45
2014-05-01 04:10,25.276,126.2,235.98,8.02,126.2,246.0,302.7,413.83,290.2,0.0,287.0,341.35,279.3,588.93
2014-05-01 04:20,25.269,32.2,235.73,8.27,132.2,270.0,301.70000000000005,407.18,290.2,0.0,286.0,336.72,278.3,576.54
2014-05-01 04:30,25.269,32.2,235.73,8.27,132.2,298.0,300.7,400.58,289.2,0.0,286.0,299.3,278.3,576.54
2014-05-01 04:40,25.259,-73.7,235.34,8.66,126.3,331.0,299.7,394.04,288.2,0.0,284.99999999999994,294.74,278.3,576.54
2014-05-01 04:50,25.269,32.2,235.73,8.27,132.2,365.0,298.7,387.55,287.2,0.0,284.0,298.48,277.3,564.29
2014-05-01 05:00,25.27,26.0,235.75,8.25,126.0,398.0,297.70000000000005,381.12,286.2,0.0,283.0,281.5,276.3,552.17
2014-05-01 05:10,25.269,132.2,235.73,8.27,132.2,430.0,297.70000000000005,381.12,286.2,0.0,283.0,235.97,275.3,540.18
2014-05-01 05:20,25.269,126.3,235.73,8.27,126.3,463.0,296.7,374.74,285.2,0.0,282.0,252.18,275.3,540.18
2014-05-01 05:30,25.279,232.2,236.06,7.94,132.2,496.0,295.7,368.42,285.2,0.0,282.0,231.51,274.3,528.33
2014-05-01 05:40,25.279,226.2,236.06,7.94,126.2,532.0,295.7,368.42,284.2,0.0,280.99999999999994,231.18,273.3,516.61
2014-05-01 05:50,25.279,226.2,236.06,7.94,126.2,564.0,294.7,362.15,284.2,0.0,280.0,247.35,272.3,505.03
2014-05-01 06:00,25.27,126.0,235.75,8.25,126.0,594.0,294.7,362.15,283.2,0.0,280.0,243.23,272.3,505.03
2014-05-01 06:10,25.279,132.2,236.06,7.94,132.2,622.0,293.70000000000005,355.94,283.2,0.0,279.0,259.36,271.3,493.58
2014-05-01 06:20,25.279,132.2,236.06,7.94,132.2,650.0,293.70000000000005,355.94,282.2,0.0,279.0,255.24,271.3,493.58
2014-05-01 06:30,25.269,32.2,235.73,8.27,132.2,674.0,292.7,349.79,281.2,0.0,278.0,254.89,270.3,482.26
2014-05-01 06:40,25.269,32.2,235.73,8.27,132.2,691.0,292.7,349.79,281.2,0.0,278.0,263.11,270.3,482.26
2014-05-01 06:50,25.269,32.2,235.73,8.27,132.2,704.0,290.7,337.64,280.2,0.0,276.99999999999994,254.53,270.3,482.26
2014-05-01 07:00,25.26,26.0,235.39,8.61,126.0,712.0,289.70000000000005,331.65,280.2,0.0,276.0,237.78,269.3,471.08
2014-05-01 07:10,25.259,126.3,235.34,8.66,126.3,715.0,289.70000000000005,331.65,279.2,0.0,276.0,241.88,269.3,471.08
2014-05-01 07:20,25.259,126.3,235.34,8.66,126.3,715.0,288.7,325.72,279.2,0.0,275.0,233.35,268.29999999999995,460.03
2014-05-01 07:30,25.259,126.3,235.34,8.66,126.3,712.0,288.7,325.72,278.2,0.0,275.0,237.45,268.29999999999995,460.03
2014-05-01 07:40,25.259,132.3,235.34,8.66,132.3,702.0,288.7,325.72,278.2,0.0,275.0,221.07,267.3,449.12
2014-05-01 07:50,25.269,232.2,235.73,8.27,132.2,691.0,288.7,325.72,277.2,0.0,273.0,224.53,277.3,564.29
2014-05-01 08:00,25.25,26.0,235.03,8.97,126.0,677.0,288.7,325.72,277.2,0.0,273.0,191.87,289.29999999999995,720.22
2014-05-01 08:10,25.269,132.2,235.73,8.27,132.2,661.0,288.7,325.72,277.2,0.0,273.0,191.87,297.3,834.96
2014-05-01 08:20,25.265,173.9,235.57,8.43,173.9,644.0,287.7,319.84,276.2,0.0,273.0,191.87,303.3,926.7
2014-05-01 08:30,25.264,74.2,235.51,8.49,174.2,630.0,285.70000000000005,308.24,276.2,0.0,284.0,-124.37,307.3,990.57
2014-05-01 08:40,25.259,74.5,235.34,8.66,174.5,612.0,287.7,319.84,290.2,0.0,295.0,-904.92,311.3,1056.61
2014-05-01 08:50,25.259,74.6,235.34,8.66,174.6,593.0,285.70000000000005,308.24,298.2,0.0,303.0,-1268.06,318.29999999999995,1177.42
2014-05-01 09:00,25.25,162.0,235.03,8.97,162.0,572.0,302.7,413.83,304.2,0.0,309.99999999999994,-1516.45,323.3,1267.8
2014-05-01 09:10,25.25,168.8,235.01,8.99,168.8,552.0,311.7,476.21,309.2,0.0,316.0,-1676.04,327.3,1342.56
2014-05-01 09:20,25.235,-25.0,234.49,9.51,175.0,532.0,333.70000000000005,647.71,314.2,0.0,322.0,-1755.1,332.3,1439.09
2014-05-01 09:30,25.22,216.4,233.95,10.05,516.4,513.0,344.7,743.64,326.2,0.0,328.0,-1901.26,334.3,1478.65
2014-05-01 09:40,25.21,144.3,233.59,10.41,544.3,494.0,354.7,836.77,344.2,0.0,337.0,-1857.31,337.29999999999995,1539.03
2014-05-01 09:50,25.202,51.2,233.31,10.69,551.2,475.0,363.7,925.42,354.2,0.0,347.99999999999994,-1518.36,338.3,1559.43
2014-05-01 10:00,25.24,263.0,234.67,9.33,363.0,456.0,371.7,1008.08,360.2,0.0,355.0,-1240.44,338.3,1559.43
2014-05-01 10:10,25.204,547.9,233.35,10.66,547.9,438.0,379.7,1094.39,367.2,0.0,359.99999999999994,-1055.73,336.3,1518.77
2014-05-01 10:20,25.218,736.2,233.89,10.11,536.2,419.0,386.7,1172.89,372.2,0.0,365.0,-887.03,334.3,1478.65
2014-05-01 10:30,25.238,956.2,234.56,9.44,556.2,402.0,390.7,1219.01,376.2,0.0,368.0,-616.83,335.29999999999995,1498.64
2014-05-01 10:40,25.242,957.0,234.77,9.23,557.0,384.0,394.7,1266.04,378.2,0.0,369.0,-273.98,332.3,1439.09
2014-05-01 10:50,25.25,1050.6,235.05,8.95,550.6,367.0,396.7000000000001,1289.9,378.2,0.0,369.0,167.18,329.3,1380.76
2014-05-01 11:00,25.23,437.0,234.31,9.69,537.0,351.0,395.7,1277.94,376.2,0.0,367.0,569.72,328.3,1361.59
2014-05-01 11:10,25.241,638.4,234.73,9.28,538.4,334.0,390.7,1219.01,371.2,0.0,362.0,902.0,329.3,1380.76
2014-05-01 11:20,25.23,538.8,234.3,9.71,538.8,319.0,385.7000000000001,1161.51,365.2,0.0,358.0,1249.86,331.29999999999995,1419.51
2014-05-01 11:30,25.219,439.4,233.91,10.09,539.4,303.0,377.7,1072.47,358.2,0.0,353.0,1391.86,332.3,1439.09
2014-05-01 11:40,25.206,359.6,233.46,10.54,559.6,288.0,369.7,987.08,353.2,0.0,347.99999999999994,1378.27,332.3,1439.09
2014-05-01 11:50,25.199,260.1,233.19,10.81,560.1,275.0,361.7,905.32,348.2,0.0,344.0,1299.13,332.3,1439.09
2014-05-01 12:00,25.21,333.0,233.59,10.41,533.0,261.0,354.7,836.77,344.2,0.0,341.0,1186.55,331.29999999999995,1419.51
2014-05-01 12:10,25.211,277.2,233.64,10.37,277.2,248.0,349.7,789.5,340.2,0.0,338.0,1012.39,329.3,1380.76
2014-05-01 12:20,25.208,274.6,233.52,10.48,274.6,235.0,345.7,752.7,337.2,0.0,334.99999999999994,879.56,327.3,1342.56
2014-05-01 12:30,25.207,267.9,233.49,10.51,267.9,224.0,344.7,743.64,334.2,0.0,332.0,707.93,324.3,1286.29
2014-05-01 12:40,25.208,272.9,233.51,10.49,272.9,212.0,343.70000000000005,734.64,332.2,0.0,329.0,647.82,320.3,1213.16
2014-05-01 12:50,25.219,372.1,233.91,10.09,272.1,201.0,343.70000000000005,734.64,332.2,0.0,329.0,550.87,320.3,1213.16
2014-05-01 13:00,25.2,162.0,233.22,10.78,262.0,190.0,342.7,725.69,329.2,0.0,324.0,520.94,312.29999999999995,1073.46
2014-05-01 13:10,25.217,271.8,233.82,10.18,271.8,179.0,341.7,716.8,327.2,0.0,322.0,554.47,309.3,1023.32
2014-05-01 13:20,25.19,-28.2,232.86,11.14,271.9,169.0,339.70000000000005,699.19,326.2,0.0,321.0,645.29,307.3,990.57
2014-05-01 13:30,25.179,-128.3,232.48,11.52,271.7,159.0,337.7,681.8,324.2,0.0,319.0,734.88,309.3,1023.32
2014-05-01 13:40,25.179,-128.3,232.48,11.52,271.7,150.0,334.70000000000005,656.15,322.2,0.0,317.0,776.27,307.3,990.57
2014-05-01 13:50,25.176,-128.5,232.36,11.64,271.5,141.0,333.70000000000005,647.71,319.2,0.0,315.0,821.76,306.29999999999995,974.4
2014-05-01 14:00,25.18,60.0,232.5,11.5,260.0,132.0,330.70000000000005,622.73,316.2,0.0,313.99999999999994,764.5,305.3,958.36
2014-05-01 14:10,25.151,65.7,231.47,12.53,265.7,123.0,327.7,598.25,317.2,0.0,315.0,640.1,305.3,958.36
2014-05-01 14:20,25.149,71.7,231.37,12.63,271.7,115.0,325.7,582.21,316.2,0.0,313.0,642.69,304.3,942.46
2014-05-01 14:30,25.149,65.5,231.37,12.63,265.5,108.0,326.70000000000005,590.2,315.2,0.0,312.0,581.52,303.3,926.7
2014-05-01 14:40,25.169,271.5,232.09,11.91,271.5,101.0,324.7,574.28,313.2,0.0,309.99999999999994,502.62,302.3,911.07
2014-05-01 14:50,25.169,271.5,232.09,11.91,271.5,99.0,326.70000000000005,590.2,311.2,0.0,309.0,506.23,300.3,880.22
